CNTYNAMB,STATE_CD,CODE,BANKCOUNT,ASSET,STATE_BANKCOUNT,STATE_ASSET_SUM
Monroe,MS,us-ms-095,1,491736,69,63668561
Montgomery,MS,us-ms-097,2,255156,69,63668561
Neshoba,MS,us-ms-099,1,926703,69,63668561
Newton,MS,us-ms-101,1,157965,69,63668561
Noxubee,MS,us-ms-103,1,734403,69,63668561
Panola,MS,us-ms-107,1,514401,69,63668561
Perry,MS,us-ms-111,1,62818,69,63668561
Pike,MS,us-ms-113,1,419526,69,63668561
Pontotoc,MS,us-ms-115,1,265284,69,63668561
Prentiss,MS,us-ms-117,1,290938,69,63668561
Quitman,MS,us-ms-119,1,132939,69,63668561
Scott,MS,us-ms-123,3,923367,69,63668561
Sharkey,MS,us-ms-125,1,129371,69,63668561
Simpson,MS,us-ms-127,2,835833,69,63668561
Stone,MS,us-ms-131,1,186647,69,63668561
Sunflower,MS,us-ms-133,1,825908,69,63668561
Tallahatchie,MS,us-ms-135,1,61866,69,63668561
Tate,MS,us-ms-137,1,199305,69,63668561
Tippah,MS,us-ms-139,1,387987,69,63668561
Union,MS,us-ms-145,1,434075,69,63668561
Wayne,MS,us-ms-153,1,756080,69,63668561
Yalobusha,MS,us-ms-161,1,215035,69,63668561
Yazoo,MS,us-ms-163,1,238908,69,63668561
Big Horn,MT,us-mt-003,1,78504,51,27775081
Broadwater,MT,us-mt-007,1,57059,51,27775081
Cascade,MT,us-mt-013,3,175920,51,27775081
Custer,MT,us-mt-017,1,3039442,51,27775081
Fallon,MT,us-mt-025,1,158766,51,27775081
Flathead,MT,us-mt-029,5,9069347,51,27775081
Gallatin,MT,us-mt-031,4,1257127,51,27775081
Garfield,MT,us-mt-033,1,71737,51,27775081
Granite,MT,us-mt-039,1,66145,51,27775081
Hill,MT,us-mt-041,1,568980,51,27775081
Lake,MT,us-mt-047,2,150723,51,27775081
Lewis and Clark,MT,us-mt-049,3,637523,51,27775081
Lincoln,MT,us-mt-053,1,295996,51,27775081
Madison,MT,us-mt-057,1,138642,51,27775081
Missoula,MT,us-mt-063,3,517244,51,27775081
Musselshell,MT,us-mt-065,1,52854,51,27775081
Phillips,MT,us-mt-071,2,167628,51,27775081
Powder River,MT,us-mt-075,1,47439,51,27775081
Powell,MT,us-mt-077,2,61583,51,27775081
Ravalli,MT,us-mt-081,1,337234,51,27775081
Roosevelt,MT,us-mt-085,1,91392,51,27775081
Rosebud,MT,us-mt-087,1,126291,51,27775081
Sheridan,MT,us-mt-091,1,83677,51,27775081
Silver Bow,MT,us-mt-093,1,62505,51,27775081
Stillwater,MT,us-mt-095,1,73865,51,27775081
Sweet Grass,MT,us-mt-097,1,108652,51,27775081
Teton,MT,us-mt-099,2,264596,51,27775081
Toole,MT,us-mt-101,1,130721,51,27775081
Valley,MT,us-mt-105,2,317426,51,27775081
Yellowstone,MT,us-mt-111,4,9566063,51,27775081
Beaufort,NC,us-nc-013,1,899025,43,255846847
Carteret,NC,us-nc-031,1,158065,43,255846847
Catawba,NC,us-nc-035,1,1035031,43,255846847
Davidson,NC,us-nc-057,1,4276155,43,255846847
Davie,NC,us-nc-059,1,345464,43,255846847
Durham,NC,us-nc-063,2,4199251,43,255846847
Forsyth,NC,us-nc-067,1,186642879,43,255846847
Gaston,NC,us-nc-071,1,160218,43,255846847
Granville,NC,us-nc-077,1,262067,43,255846847
Guilford,NC,us-nc-081,4,4609123,43,255846847
Harnett,NC,us-nc-085,1,741846,43,255846847
Haywood,NC,us-nc-087,1,109730,43,255846847
Iredell,NC,us-nc-097,2,4466186,43,255846847
Johnston,NC,us-nc-101,1,720534,43,255846847
Lincoln,NC,us-nc-109,1,333414,43,255846847
Macon,NC,us-nc-113,1,147454,43,255846847
Mecklenburg,NC,us-nc-119,4,3219703,43,255846847
Moore,NC,us-nc-125,1,3212256,43,255846847
Nash,NC,us-nc-127,2,369610,43,255846847
New Hanover,NC,us-nc-129,1,844760,43,255846847
Onslow,NC,us-nc-133,1,76292,43,255846847
Robeson,NC,us-nc-155,1,307278,43,255846847
Rowan,NC,us-nc-159,1,535729,43,255846847
Scotland,NC,us-nc-165,1,52727,43,255846847
Stanly,NC,us-nc-167,1,513959,43,255846847
Surry,NC,us-nc-171,1,252440,43,255846847
Wake,NC,us-nc-183,5,34977839,43,255846847
Wayne,NC,us-nc-191,1,2169478,43,255846847
Wilkes,NC,us-nc-193,1,100469,43,255846847
Wilson,NC,us-nc-195,1,107865,43,255846847
Barnes,ND,us-nd-003,1,28787,70,19625782
Benson,ND,us-nd-005,1,311303,70,19625782
Bottineau,ND,us-nd-009,2,151263,70,19625782
Bowman,ND,us-nd-011,1,257394,70,19625782
Burke,ND,us-nd-013,1,89080,70,19625782
Burleigh,ND,us-nd-015,2,1423828,70,19625782
Cass,ND,us-nd-017,10,6438638,70,19625782
Cavalier,ND,us-nd-019,2,225702,70,19625782
Emmons,ND,us-nd-029,2,111791,70,19625782
Golden Valley,ND,us-nd-033,1,82639,70,19625782
Grant,ND,us-nd-037,1,32865,70,19625782
Griggs,ND,us-nd-039,1,492965,70,19625782
Hettinger,ND,us-nd-041,1,99967,70,19625782
Kidder,ND,us-nd-043,1,190523,70,19625782
LaMoure,ND,us-nd-045,1,60438,70,19625782
Logan,ND,us-nd-047,1,61525,70,19625782
McHenry,ND,us-nd-049,1,117618,70,19625782
McIntosh,ND,us-nd-051,2,164312,70,19625782
McKenzie,ND,us-nd-053,1,2058189,70,19625782
McLean,ND,us-nd-055,3,225385,70,19625782
Mercer,ND,us-nd-057,3,349739,70,19625782
Morton,ND,us-nd-059,2,237039,70,19625782
Nelson,ND,us-nd-063,3,192728,70,19625782
Pembina,ND,us-nd-067,4,517274,70,19625782
Pierce,ND,us-nd-069,1,109282,70,19625782
Ramsey,ND,us-nd-071,1,768693,70,19625782
Renville,ND,us-nd-075,1,65920,70,19625782
Richland,ND,us-nd-077,2,93806,70,19625782
Rolette,ND,us-nd-079,2,73146,70,19625782
Sargent,ND,us-nd-081,1,115646,70,19625782
Stark,ND,us-nd-089,1,1338382,70,19625782
Steele,ND,us-nd-091,1,129491,70,19625782
Stutsman,ND,us-nd-093,1,253234,70,19625782
Towner,ND,us-nd-095,1,55357,70,19625782
Traill,ND,us-nd-097,3,347128,70,19625782
Walsh,ND,us-nd-099,2,231321,70,19625782
Ward,ND,us-nd-101,2,1077652,70,19625782
Wells,ND,us-nd-103,1,83965,70,19625782
Williams,ND,us-nd-105,2,961767,70,19625782
Adams,NE,us-ne-001,2,444545,167,37165034
Antelope,NE,us-ne-003,3,181827,167,37165034
Banner,NE,us-ne-007,1,114336,167,37165034
Boone,NE,us-ne-011,2,78677,167,37165034
Boyd,NE,us-ne-015,4,106830,167,37165034
Brown,NE,us-ne-017,1,104044,167,37165034
Buffalo,NE,us-ne-019,2,891949,167,37165034
Butler,NE,us-ne-023,1,160624,167,37165034
Cass,NE,us-ne-025,7,316190,167,37165034
Cedar,NE,us-ne-027,4,374546,167,37165034
Cheyenne,NE,us-ne-033,3,5042550,167,37165034
Colfax,NE,us-ne-037,1,58832,167,37165034
Cuming,NE,us-ne-039,4,756491,167,37165034
Custer,NE,us-ne-041,3,492417,167,37165034
Dakota,NE,us-ne-043,1,211639,167,37165034
Dawson,NE,us-ne-047,5,1052470,167,37165034
Dixon,NE,us-ne-051,1,85436,167,37165034
Dodge,NE,us-ne-053,4,468235,167,37165034
Douglas,NE,us-ne-055,11,2348992,167,37165034
Fillmore,NE,us-ne-059,3,478240,167,37165034
Franklin,NE,us-ne-061,3,191988,167,37165034
Frontier,NE,us-ne-063,2,179933,167,37165034
Furnas,NE,us-ne-065,1,93319,167,37165034
Gage,NE,us-ne-067,2,77190,167,37165034
Garden,NE,us-ne-069,2,74855,167,37165034
Greeley,NE,us-ne-077,1,38855,167,37165034
Hall,NE,us-ne-079,4,1753566,167,37165034
Hamilton,NE,us-ne-081,1,40960,167,37165034
Harlan,NE,us-ne-083,2,114195,167,37165034
Hitchcock,NE,us-ne-087,1,15910,167,37165034
Holt,NE,us-ne-089,3,169266,167,37165034
Howard,NE,us-ne-093,2,165250,167,37165034
Jefferson,NE,us-ne-095,1,45209,167,37165034
Johnson,NE,us-ne-097,1,89554,167,37165034
Kearney,NE,us-ne-099,3,231281,167,37165034
Keith,NE,us-ne-101,2,714265,167,37165034
Kimball,NE,us-ne-105,1,239182,167,37165034
Knox,NE,us-ne-107,2,214204,167,37165034
Lancaster,NE,us-ne-109,9,10120072,167,37165034
Lincoln,NE,us-ne-111,2,124277,167,37165034
Logan,NE,us-ne-113,1,25467,167,37165034
Madison,NE,us-ne-119,5,1207401,167,37165034
Merrick,NE,us-ne-121,1,37493,167,37165034
Nance,NE,us-ne-125,2,137952,167,37165034
Nemaha,NE,us-ne-127,1,97522,167,37165034
Nuckolls,NE,us-ne-129,1,38550,167,37165034
Otoe,NE,us-ne-131,3,374680,167,37165034
Pawnee,NE,us-ne-133,2,74365,167,37165034
Phelps,NE,us-ne-137,1,136472,167,37165034
Platte,NE,us-ne-141,3,194659,167,37165034
Red Willow,NE,us-ne-145,1,95336,167,37165034
Richardson,NE,us-ne-147,2,263106,167,37165034
Rock,NE,us-ne-149,1,158406,167,37165034
Saline,NE,us-ne-151,1,56012,167,37165034
Sarpy,NE,us-ne-153,2,182845,167,37165034
Saunders,NE,us-ne-155,10,614643,167,37165034
Scotts Bluff,NE,us-ne-157,3,1090394,167,37165034
Seward,NE,us-ne-159,2,673667,167,37165034
Sherman,NE,us-ne-163,1,23200,167,37165034
Stanton,NE,us-ne-167,1,45725,167,37165034
Thayer,NE,us-ne-169,4,447675,167,37165034
Thurston,NE,us-ne-173,1,167456,167,37165034
Washington,NE,us-ne-177,2,480499,167,37165034
Wayne,NE,us-ne-179,3,195116,167,37165034
Webster,NE,us-ne-181,1,26894,167,37165034
Wheeler,NE,us-ne-183,1,80373,167,37165034
York,NE,us-ne-185,3,1776925,167,37165034
Coos,NH,us-nh-007,2,1194788,6,2486565
Grafton,NH,us-nh-009,1,112710,6,2486565
Rockingham,NH,us-nh-015,2,994939,6,2486565
Strafford,NH,us-nh-017,1,184128,6,2486565
Bergen,NJ,us-nj-003,8,6809525,41,36161572
Burlington,NJ,us-nj-005,3,3909876,41,36161572
Camden,NJ,us-nj-007,1,435753,41,36161572
Cumberland,NJ,us-nj-011,1,362321,41,36161572
Essex,NJ,us-nj-013,1,373147,41,36161572
Gloucester,NJ,us-nj-015,1,868332,41,36161572
Hudson,NJ,us-nj-017,2,3590485,41,36161572
Hunterdon,NJ,us-nj-019,1,1023645,41,36161572
Mercer,NJ,us-nj-021,4,3477955,41,36161572
Middlesex,NJ,us-nj-023,6,4560288,41,36161572
Monmouth,NJ,us-nj-025,3,1119518,41,36161572
Ocean,NJ,us-nj-029,3,1099053,41,36161572
Passaic,NJ,us-nj-031,1,3694196,41,36161572
Salem,NJ,us-nj-033,1,166442,41,36161572
Somerset,NJ,us-nj-035,2,3216332,41,36161572
Sussex,NJ,us-nj-037,2,920050,41,36161572
Union,NJ,us-nj-039,1,534654,41,36161572
Bernalillo,NM,us-nm-001,2,1250041,33,9518610
Chaves,NM,us-nm-005,2,312197,33,9518610
Cibola,NM,us-nm-006,1,163904,33,9518610
Colfax,NM,us-nm-007,1,300816,33,9518610
Curry,NM,us-nm-009,4,707696,33,9518610
Dona Ana,NM,us-nm-013,3,696871,33,9518610
Eddy,NM,us-nm-015,3,1709776,33,9518610
Grant,NM,us-nm-017,1,106389,33,9518610
Hidalgo,NM,us-nm-023,1,162214,33,9518610
Lea,NM,us-nm-025,1,316059,33,9518610
Luna,NM,us-nm-029,1,217094,33,9518610
Otero,NM,us-nm-035,1,66080,33,9518610
Roosevelt,NM,us-nm-041,1,206311,33,9518610
San Juan,NM,us-nm-045,2,1060054,33,9518610
San Miguel,NM,us-nm-047,2,442736,33,9518610
Santa Fe,NM,us-nm-049,2,913386,33,9518610
Socorro,NM,us-nm-053,1,140147,33,9518610
Taos,NM,us-nm-055,1,196709,33,9518610
Union,NM,us-nm-059,2,380489,33,9518610
Valencia,NM,us-nm-061,1,169641,33,9518610
Carson City,NV,us-nv-510,1,68579,13,13974462
Clark,NV,us-nv-003,10,13211628,13,13974462
Lincoln,NV,us-nv-017,1,108720,13,13974462
Washoe,NV,us-nv-031,1,585535,13,13974462
Bronx,NY,us-ny-005,1,119821,71,697955413
Cattaraugus,NY,us-ny-009,2,218645,71,697955413
Chemung,NY,us-ny-015,2,2125426,71,697955413
Dutchess,NY,us-ny-027,1,202409,71,697955413
Erie,NY,us-ny-029,4,97058504,71,697955413
Greene,NY,us-ny-039,1,222261,71,697955413
Jefferson,NY,us-ny-045,2,151644,71,697955413
Kings,NY,us-ny-047,1,591543,71,697955413
Madison,NY,us-ny-053,1,234015,71,697955413
Monroe,NY,us-ny-055,1,432076,71,697955413
Nassau,NY,us-ny-059,3,4663721,71,697955413
New York,NY,us-ny-061,24,568909404,71,697955413
Oneida,NY,us-ny-065,2,1690062,71,697955413
Onondaga,NY,us-ny-067,1,778106,71,697955413
Ontario,NY,us-ny-069,1,238301,71,697955413
Orange,NY,us-ny-071,3,1352606,71,697955413
Oswego,NY,us-ny-075,1,98758,71,697955413
Putnam,NY,us-ny-079,2,1118991,71,697955413
Queens,NY,us-ny-081,5,7264421,71,697955413
Rensselaer,NY,us-ny-083,1,98499,71,697955413
Richmond,NY,us-ny-085,1,292236,71,697955413
Saratoga,NY,us-ny-091,1,1025595,71,697955413
Schoharie,NY,us-ny-095,1,135137,71,697955413
Steuben,NY,us-ny-101,1,493015,71,697955413
Suffolk,NY,us-ny-103,1,324936,71,697955413
Sullivan,NY,us-ny-105,2,875037,71,697955413
Tioga,NY,us-ny-107,1,417350,71,697955413
Tompkins,NY,us-ny-109,1,1726803,71,697955413
Westchester,NY,us-ny-119,1,562629,71,697955413
Wyoming,NY,us-ny-121,2,4533462,71,697955413
Adams,OH,us-oh-001,1,347264,82,159967940
Ashtabula,OH,us-oh-007,1,353759,82,159967940
Athens,OH,us-oh-009,1,246361,82,159967940
Auglaize,OH,us-oh-011,1,401728,82,159967940
Belmont,OH,us-oh-013,1,402309,82,159967940
Clermont,OH,us-oh-025,2,256372,82,159967940
Cuyahoga,OH,us-oh-035,1,169221,82,159967940
Darke,OH,us-oh-037,2,309348,82,159967940
Defiance,OH,us-oh-039,3,872654,82,159967940
Delaware,OH,us-oh-041,1,542280,82,159967940
Erie,OH,us-oh-043,1,1314868,82,159967940
Fairfield,OH,us-oh-045,1,100398,82,159967940
Franklin,OH,us-oh-049,5,1239693,82,159967940
Fulton,OH,us-oh-051,2,991021,82,159967940
Gallia,OH,us-oh-053,1,785548,82,159967940
Geauga,OH,us-oh-055,1,703301,82,159967940
Hamilton,OH,us-oh-061,5,139987123,82,159967940
Hardin,OH,us-oh-065,1,18760,82,159967940
Henry,OH,us-oh-069,3,417462,82,159967940
Hocking,OH,us-oh-073,1,191483,82,159967940
Holmes,OH,us-oh-075,3,1147391,82,159967940
Jackson,OH,us-oh-079,1,137125,82,159967940
Knox,OH,us-oh-083,1,55515,82,159967940
Licking,OH,us-oh-089,1,28632,82,159967940
Logan,OH,us-oh-091,2,104111,82,159967940
Lorain,OH,us-oh-093,1,154421,82,159967940
Marion,OH,us-oh-101,1,213705,82,159967940
Medina,OH,us-oh-103,1,274857,82,159967940
Meigs,OH,us-oh-105,1,264744,82,159967940
Mercer,OH,us-oh-107,2,719477,82,159967940
Montgomery,OH,us-oh-113,1,118502,82,159967940
Muskingum,OH,us-oh-119,2,560902,82,159967940
Noble,OH,us-oh-121,1,105435,82,159967940
Ottawa,OH,us-oh-123,2,336776,82,159967940
Paulding,OH,us-oh-125,1,93708,82,159967940
Perry,OH,us-oh-127,1,80450,82,159967940
Pickaway,OH,us-oh-129,1,327169,82,159967940
Portage,OH,us-oh-133,1,288745,82,159967940
Preble,OH,us-oh-135,1,52085,82,159967940
Putnam,OH,us-oh-137,3,878917,82,159967940
Ross,OH,us-oh-141,1,33617,82,159967940
Sandusky,OH,us-oh-143,1,776058,82,159967940
Seneca,OH,us-oh-147,4,1089295,82,159967940
Stark,OH,us-oh-151,2,374386,82,159967940
Trumbull,OH,us-oh-155,1,565093,82,159967940
Tuscarawas,OH,us-oh-157,1,46580,82,159967940
Union,OH,us-oh-159,1,450114,82,159967940
Washington,OH,us-oh-167,4,416891,82,159967940
Wayne,OH,us-oh-169,2,232597,82,159967940
Williams,OH,us-oh-171,1,63368,82,159967940
Wyandot,OH,us-oh-175,1,326321,82,159967940
Adair,OK,us-ok-001,2,137807,156,43660099
Alfalfa,OK,us-ok-003,2,378188,156,43660099
Atoka,OK,us-ok-005,1,219115,156,43660099
Beaver,OK,us-ok-007,2,253191,156,43660099
Beckham,OK,us-ok-009,2,314179,156,43660099
Blaine,OK,us-ok-011,4,304544,156,43660099
Bryan,OK,us-ok-013,1,3073699,156,43660099
Caddo,OK,us-ok-015,6,831739,156,43660099
Canadian,OK,us-ok-017,4,525558,156,43660099
Carter,OK,us-ok-019,1,202735,156,43660099
Cherokee,OK,us-ok-021,2,168334,156,43660099
Cimarron,OK,us-ok-025,2,142566,156,43660099
Cleveland,OK,us-ok-027,3,584854,156,43660099
Cotton,OK,us-ok-033,2,80598,156,43660099
Craig,OK,us-ok-035,2,353616,156,43660099
Creek,OK,us-ok-037,2,1168634,156,43660099
Custer,OK,us-ok-039,3,354463,156,43660099
Delaware,OK,us-ok-041,2,457424,156,43660099
Dewey,OK,us-ok-043,2,134679,156,43660099
Ellis,OK,us-ok-045,1,57260,156,43660099
Garfield,OK,us-ok-047,1,255664,156,43660099
Garvin,OK,us-ok-049,4,175213,156,43660099
Grady,OK,us-ok-051,2,221010,156,43660099
Grant,OK,us-ok-053,3,184316,156,43660099
Harper,OK,us-ok-059,2,121546,156,43660099
Jackson,OK,us-ok-065,3,208915,156,43660099
Jefferson,OK,us-ok-067,2,59051,156,43660099
Kingfisher,OK,us-ok-073,1,50324,156,43660099
Latimer,OK,us-ok-077,2,155463,156,43660099
Le Flore,OK,us-ok-079,2,280923,156,43660099
Lincoln,OK,us-ok-081,1,87437,156,43660099
Logan,OK,us-ok-083,1,105752,156,43660099
Major,OK,us-ok-093,1,99637,156,43660099
Mayes,OK,us-ok-097,5,309278,156,43660099
McClain,OK,us-ok-087,1,207577,156,43660099
McCurtain,OK,us-ok-089,2,174690,156,43660099
McIntosh,OK,us-ok-091,1,95834,156,43660099
Muskogee,OK,us-ok-101,2,904183,156,43660099
Noble,OK,us-ok-103,2,431620,156,43660099
Nowata,OK,us-ok-105,1,212508,156,43660099
Okfuskee,OK,us-ok-107,1,379183,156,43660099
Oklahoma,OK,us-ok-109,21,15487957,156,43660099
Okmulgee,OK,us-ok-111,2,135165,156,43660099
Osage,OK,us-ok-113,2,303429,156,43660099
Ottawa,OK,us-ok-115,4,116045,156,43660099
Payne,OK,us-ok-119,3,2297875,156,43660099
Pittsburg,OK,us-ok-121,1,93125,156,43660099
Pontotoc,OK,us-ok-123,4,387918,156,43660099
Pushmataha,OK,us-ok-127,1,287394,156,43660099
Roger Mills,OK,us-ok-129,1,196007,156,43660099
Rogers,OK,us-ok-131,3,2695844,156,43660099
Seminole,OK,us-ok-133,1,197163,156,43660099
Stephens,OK,us-ok-137,2,805616,156,43660099
Texas,OK,us-ok-139,2,320228,156,43660099
Tillman,OK,us-ok-141,1,35243,156,43660099
Tulsa,OK,us-ok-143,13,4644545,156,43660099
Wagoner,OK,us-ok-145,2,299916,156,43660099
Washita,OK,us-ok-149,2,163864,156,43660099
Woods,OK,us-ok-151,4,448255,156,43660099
Woodward,OK,us-ok-153,1,281203,156,43660099
Benton,OR,us-or-003,1,595981,21,30747497
Clackamas,OR,us-or-005,4,467061,21,30747497
Clatsop,OR,us-or-007,1,76320,21,30747497
Deschutes,OR,us-or-017,1,2413282,21,30747497
Douglas,OR,us-or-019,1,22795230,21,30747497
Hood River,OR,us-or-027,1,131581,21,30747497
Jackson,OR,us-or-029,1,222499,21,30747497
Lane,OR,us-or-039,3,2222641,21,30747497
Lincoln,OR,us-or-041,1,183530,21,30747497
Linn,OR,us-or-043,1,99556,21,30747497
Marion,OR,us-or-047,1,160851,21,30747497
Morrow,OR,us-or-049,1,342957,21,30747497
Multnomah,OR,us-or-051,2,330891,21,30747497
Wallowa,OR,us-or-063,1,357579,21,30747497
Washington,OR,us-or-067,1,347538,21,30747497
Adams,PA,us-pa-001,1,1093726,92,94633906
Allegheny,PA,us-pa-003,3,3603966,92,94633906
Armstrong,PA,us-pa-005,2,390281,92,94633906
Bedford,PA,us-pa-009,1,130588,92,94633906
Berks,PA,us-pa-011,2,1631268,92,94633906
Bradford,PA,us-pa-015,1,298838,92,94633906
Bucks,PA,us-pa-017,4,1624432,92,94633906
Cambria,PA,us-pa-021,2,1988045,92,94633906
Carbon,PA,us-pa-025,3,1219117,92,94633906
Chester,PA,us-pa-029,7,10391336,92,94633906
Clarion,PA,us-pa-031,1,131707,92,94633906
Clearfield,PA,us-pa-033,2,2665144,92,94633906
Columbia,PA,us-pa-037,2,1566950,92,94633906
Cumberland,PA,us-pa-041,3,4790377,92,94633906
Dauphin,PA,us-pa-043,3,1524819,92,94633906
Delaware,PA,us-pa-045,1,99091,92,94633906
Franklin,PA,us-pa-055,2,1196608,92,94633906
Greene,PA,us-pa-059,1,836103,92,94633906
Huntingdon,PA,us-pa-061,1,313089,92,94633906
Indiana,PA,us-pa-063,3,12681730,92,94633906
Jefferson,PA,us-pa-065,1,107596,92,94633906
Juniata,PA,us-pa-067,1,481760,92,94633906
Lackawanna,PA,us-pa-069,2,2461221,92,94633906
Lancaster,PA,us-pa-071,2,18618977,92,94633906
Lebanon,PA,us-pa-075,1,453839,92,94633906
Lehigh,PA,us-pa-077,2,912550,92,94633906
Luzerne,PA,us-pa-079,2,617442,92,94633906
Lycoming,PA,us-pa-081,3,1666523,92,94633906
McKean,PA,us-pa-083,1,452158,92,94633906
Mercer,PA,us-pa-085,1,352370,92,94633906
Mifflin,PA,us-pa-087,1,680895,92,94633906
Montgomery,PA,us-pa-091,6,7000028,92,94633906
Northampton,PA,us-pa-095,3,2561209,92,94633906
Northumberland,PA,us-pa-097,1,127791,92,94633906
Perry,PA,us-pa-099,3,751099,92,94633906
Philadelphia,PA,us-pa-101,5,1538215,92,94633906
Somerset,PA,us-pa-111,1,992081,92,94633906
Tioga,PA,us-pa-117,2,2182546,92,94633906
Union,PA,us-pa-119,2,743892,92,94633906
Wayne,PA,us-pa-127,2,1360400,92,94633906
Westmoreland,PA,us-pa-129,3,676268,92,94633906
York,PA,us-pa-133,2,1717831,92,94633906
San Juan,PR,us-pr-127,5,59412311,5,59412311
Kent,RI,us-ri-003,1,38660,4,7022588
Newport,RI,us-ri-005,1,1340692,4,7022588
Providence,RI,us-ri-007,1,2000958,4,7022588
Washington,RI,us-ri-009,1,3642278,4,7022588
Aiken,SC,us-sc-003,2,914578,45,24659144
Anderson,SC,us-sc-007,2,451914,45,24659144
Bamberg,SC,us-sc-009,1,310478,45,24659144
Beaufort,SC,us-sc-013,2,493913,45,24659144
Charleston,SC,us-sc-019,4,2668615,45,24659144
Clarendon,SC,us-sc-027,1,225167,45,24659144
Colleton,SC,us-sc-029,1,171669,45,24659144
Darlington,SC,us-sc-031,3,549994,45,24659144
Florence,SC,us-sc-041,2,771903,45,24659144
Georgetown,SC,us-sc-043,1,146866,45,24659144
Greenville,SC,us-sc-045,6,3755261,45,24659144
Greenwood,SC,us-sc-047,1,337177,45,24659144
Hampton,SC,us-sc-049,1,489303,45,24659144
Horry,SC,us-sc-051,3,892612,45,24659144
Kershaw,SC,us-sc-055,1,565605,45,24659144
Lexington,SC,us-sc-063,2,946491,45,24659144
Marion,SC,us-sc-067,1,509953,45,24659144
Oconee,SC,us-sc-073,2,442533,45,24659144
Orangeburg,SC,us-sc-075,1,275862,45,24659144
Richland,SC,us-sc-079,2,8144525,45,24659144
Spartanburg,SC,us-sc-083,2,686990,45,24659144
Union,SC,us-sc-087,1,502166,45,24659144
Williamsburg,SC,us-sc-089,1,82840,45,24659144
York,SC,us-sc-091,2,322729,45,24659144
Aurora,SD,us-sd-003,2,212022,57,23892603
Bon Homme,SD,us-sd-009,3,210697,57,23892603
Brookings,SD,us-sd-011,3,1153484,57,23892603
Brown,SD,us-sd-013,3,2295853,57,23892603
Butte,SD,us-sd-019,1,607711,57,23892603
Campbell,SD,us-sd-021,1,106716,57,23892603
Charles Mix,SD,us-sd-023,2,171808,57,23892603
Codington,SD,us-sd-029,1,9758015,57,23892603
Dewey,SD,us-sd-041,2,93931,57,23892603
Douglas,SD,us-sd-043,1,116775,57,23892603
Edmunds,SD,us-sd-045,3,181553,57,23892603
Grant,SD,us-sd-051,1,158467,57,23892603
Gregory,SD,us-sd-053,1,358424,57,23892603
Hamlin,SD,us-sd-057,2,311285,57,23892603
Hand,SD,us-sd-059,1,156286,57,23892603
Hanson,SD,us-sd-061,3,181312,57,23892603
Hughes,SD,us-sd-065,2,927592,57,23892603
Hutchinson,SD,us-sd-067,3,330478,57,23892603
Jerauld,SD,us-sd-073,1,589781,57,23892603
Kingsbury,SD,us-sd-077,2,136878,57,23892603
Lincoln,SD,us-sd-083,3,306047,57,23892603
McPherson,SD,us-sd-089,1,93131,57,23892603
Miner,SD,us-sd-097,1,46982,57,23892603
Minnehaha,SD,us-sd-099,3,3442450,57,23892603
Potter,SD,us-sd-107,1,594264,57,23892603
Roberts,SD,us-sd-109,2,104675,57,23892603
Spink,SD,us-sd-115,2,107940,57,23892603
Stanley,SD,us-sd-117,1,77727,57,23892603
Sully,SD,us-sd-119,1,60754,57,23892603
Turner,SD,us-sd-125,2,164047,57,23892603
Union,SD,us-sd-127,2,835518,57,23892603
Anderson,TN,us-tn-001,1,188126,148,56140851
Bedford,TN,us-tn-003,2,514060,148,56140851
Benton,TN,us-tn-005,1,379079,148,56140851
Bledsoe,TN,us-tn-007,1,110635,148,56140851
Blount,TN,us-tn-009,2,524335,148,56140851
Bradley,TN,us-tn-011,2,493766,148,56140851
Campbell,TN,us-tn-013,2,206602,148,56140851
Carroll,TN,us-tn-017,4,730300,148,56140851
Carter,TN,us-tn-019,1,696387,148,56140851
Cheatham,TN,us-tn-021,1,201771,148,56140851
Chester,TN,us-tn-023,1,69700,148,56140851
Claiborne,TN,us-tn-025,3,1229316,148,56140851
Coffee,TN,us-tn-031,5,833175,148,56140851
Crockett,TN,us-tn-033,1,139947,148,56140851
Cumberland,TN,us-tn-035,1,285113,148,56140851
Davidson,TN,us-tn-037,8,12152239,148,56140851
Decatur,TN,us-tn-039,2,123439,148,56140851
Dickson,TN,us-tn-043,2,456465,148,56140851
Dyer,TN,us-tn-045,1,174538,148,56140851
Fayette,TN,us-tn-047,1,369916,148,56140851
Fentress,TN,us-tn-049,2,469881,148,56140851
Franklin,TN,us-tn-051,2,276639,148,56140851
Gibson,TN,us-tn-053,3,202527,148,56140851
Giles,TN,us-tn-055,1,213853,148,56140851
Grainger,TN,us-tn-057,1,197932,148,56140851
Greene,TN,us-tn-059,3,489262,148,56140851
Hamilton,TN,us-tn-065,4,2521898,148,56140851
Hardeman,TN,us-tn-069,1,83715,148,56140851
Hardin,TN,us-tn-071,2,538121,148,56140851
Hawkins,TN,us-tn-073,2,295237,148,56140851
Haywood,TN,us-tn-075,1,287439,148,56140851
Henderson,TN,us-tn-077,2,194555,148,56140851
Henry,TN,us-tn-079,2,838421,148,56140851
Houston,TN,us-tn-083,1,116519,148,56140851
Jefferson,TN,us-tn-089,1,136955,148,56140851
Johnson,TN,us-tn-091,2,254105,148,56140851
Knox,TN,us-tn-093,3,1627077,148,56140851
Lauderdale,TN,us-tn-097,4,367301,148,56140851
