"IDRSSD","CERT","CB","CHARTER_TYPE","SDI_BK_CLASS_DESC","SDI_REGAGNT_DESC","INST_NAME","INST_STATE","OCC_ID","OTS_ID","TOTAL_BNK_EQUITY_CAPITAL","TOTAL_ASSETS","TOTAL_ASSETS_RCON2170","OTHR_INTANGIBLES","GOODWILL","NET_DEF_TAX_ASST","TIER1LEVERAGE","STATE_DESC","ADJ_TOTAL_BNK_EQ_CAP","ADJ_TOTAL_ASSETS","SIMPLE_LEVERAGE_RATIO"
3267738,57841,1,"State-Chartered","NM","FDIC","VALLIANCE BANK","OK",0,0,36435,361158,346114,0,0,0,0.1014,"Oklahoma",36435,361158,0.1008838237004302825909989533666705430864
119153,14966,1,"National Charter","N","OCC","SECURITY NATIONAL BANK OF ENID, THE","OK",14315,0,29616,330503,340208,0,0,0,0.0875,"Oklahoma",29616,330503,0.0896088689058798255991624886914793511708
919755,419,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK, THE","OK",0,0,33027,345730,336426,0,138,0,0.0947,"Oklahoma",32889,345592,0.095167133498460612514178568948355286002
246956,9465,1,"State-Chartered","NM","FDIC","ALVA STATE BANK & TRUST COMPANY","OK",0,0,36152,308918,330415,133,82,0,0.1203,"Oklahoma",35937,308703,0.1164128628487575436584678477371454116092
294751,4132,1,"National Charter","N","OCC","CITY NATIONAL BANK AND TRUST COMPANY OF LAWTON, OKLAHOMA, THE","OK",5753,0,39741,323039,328884,0,0,0,0.135,"Oklahoma",39741,323039,0.1230222976173155563260163633493169555379
732178,32084,1,"State-Chartered","NM","FDIC","GRAND SAVINGS BANK","OK",0,0,31183,319143,324195,722,228,0,0.0964,"Oklahoma",30233,318193,0.0950146609133450453026936481946491594724
114457,4086,1,"National Charter","N","OCC","FIRST NATIONAL BANK & TRUST, ELK CITY, OKLAHOMA","OK",9952,0,35801,314606,314822,0,0,0,0.1068,"Oklahoma",35801,314606,0.1137963039484307355867338830155813938704
245351,4031,1,"State-Chartered","SM","FED","FRAZER BANK","OK",0,0,30534,303534,305306,0,0,0,0.0934,"Oklahoma",30534,303534,0.1005949910059499100594991005949910059499
1002850,15118,1,"State-Chartered","NM","FDIC","FARMERS EXCHANGE BANK","OK",0,0,27429,293734,304835,0,459,0,0.0855,"Oklahoma",26970,293275,0.0919614696104338931037422214644957804109
296456,14331,1,"State-Chartered","SM","FED","FIRSTBANK","OK",0,0,25524,289085,294021,0,1168,0,0.0846,"Oklahoma",24356,287917,0.0845938239145309238426352038955671252479
3134698,57491,1,"State-Chartered","NM","FDIC","BANK OF COMMERCE","OK",0,0,33995,290528,292818,502,1135,0,0.1129,"Oklahoma",32358,288891,0.112007643021070230640622241606695951068
262059,2326,1,"State-Chartered","NM","FDIC","AVB BANK","OK",0,0,38207,283742,289259,0,0,703,0.1315,"Oklahoma",37504,283039,0.1325047078317828991764385826688194913069
300353,4236,1,"National Charter","N","OCC","SHAMROCK BANK, NATIONAL ASSOCIATION","OK",12529,0,33100,287511,287774,0,0,0,0.1122,"Oklahoma",33100,287511,0.1151260299605928121011022186977193916059
351850,4219,1,"State-Chartered","NM","FDIC","FIRST BANK & TRUST COMPANY","OK",0,0,34189,269185,287608,0,1630,0,0.1216,"Oklahoma",32559,267555,0.1216908672983124964960475416269552054718
883959,11526,1,"State-Chartered","SM","FED","BANK OF KREMLIN, THE","OK",0,0,29579,265421,282390,0,69,0,0.1106,"Oklahoma",29510,265352,0.1112107690916216949561337393349211613253
958558,414,1,"State-Chartered","NM","FDIC","STOCK EXCHANGE BANK, THE","OK",0,0,32080,276856,278143,0,0,1010,0.1153,"Oklahoma",31070,275846,0.1126353110068661499532347759256976718894
456755,13366,1,"State-Chartered","SM","FED","EXCHANGE BANK AND TRUST COMPANY","OK",0,0,28760,276968,273933,0,0,0,0.0987,"Oklahoma",28760,276968,0.1038387106091678461049651945351087490252
859655,26677,0,"State-Chartered","SM","FED","BANKERS BANK, THE","OK",0,0,30644,284147,273300,0,1294,994,0.1038,"Oklahoma",28356,281859,0.1006034932359796919736463976669185656658
634955,4170,1,"National Charter","N","OCC","FIRST NATIONAL BANK AND TRUST COMPANY OF OKMULGEE, THE","OK",11001,0,32315,271802,268530,576,1033,0,0.1086,"Oklahoma",30706,270193,0.1136446910171618065604956457051070901171
637554,18592,1,"State-Chartered","NM","FDIC","FIRST BANK OF OWASSO","OK",0,0,33336,261306,257533,0,0,0,0.1274,"Oklahoma",33336,261306,0.1275745677481573327822552869050079217469
898850,14029,1,"State-Chartered","NM","FDIC","FIRST LIBERTY BANK","OK",0,0,28352,247217,257239,0,530,630,0.1124,"Oklahoma",27192,246057,0.1105109791633645862544044672575866567503
76854,22065,1,"State-Chartered","NM","FDIC","GRAND BANK","OK",0,0,30235,261840,256171,0,1042,170,0.1068,"Oklahoma",29023,260628,0.1113579507957702165538622097395521586322
309655,4160,1,"State-Chartered","NM","FDIC","REGENT BANK","OK",0,0,28084,244730,255781,0,3921,0,0.1002,"Oklahoma",24163,240809,0.1003409341013002005738988160741500525313
172457,4084,1,"State-Chartered","SM","FED","CITIZENS BANK OF EDMOND, THE","OK",0,0,25759,252795,253879,0,0,0,0.1129,"Oklahoma",25759,252795,0.1018967938448149686504875491999446191578
396253,25738,1,"National Charter","N","OCC","FIRST NATIONAL BANK AND TRUST COMPANY","OK",18430,0,32225,256625,252018,0,2756,75,0.117,"Oklahoma",29394,253794,0.1158183408591219650582756093524669613939
849450,4156,1,"National Charter","N","OCC","EASTMAN NATIONAL BANK OF NEWKIRK, THE","OK",9011,0,25352,247315,251870,0,0,933,0.099,"Oklahoma",24419,246382,0.0991103246178698119180784310542166229676
997052,17884,1,"State-Chartered","NM","FDIC","FIRST STATE BANK, THE","OK",0,0,24816,238535,249394,0,1390,619,0.0988,"Oklahoma",22807,236526,0.0964249173452390012091693936395998748552
175056,4087,1,"State-Chartered","SM","FED","BANK OF WESTERN OKLAHOMA","OK",0,0,20704,239794,243996,0,2434,0,0.0771,"Oklahoma",18270,237360,0.0769716885743174924165824064711830131446
3660478,58804,1,"State-Chartered","SM","FED","PRIME BANK","OK",0,0,24771,229616,242837,0,0,0,0.1079,"Oklahoma",24771,229616,0.1078801128841195735488816110375583583026
454658,4173,1,"National Charter","N","OCC","PAULS VALLEY NATIONAL BANK, THE","OK",7892,0,24763,240152,242326,1512,0,967,0.0995,"Oklahoma",22284,237673,0.0937590723388857800423270628131929163178
2684552,34606,1,"State-Chartered","NM","FDIC","AMERICAN BANK OF OKLAHOMA","OK",0,0,23179,232331,240392,0,73,0,0.0995,"Oklahoma",23106,232258,0.099484194301165083656967682491022914173
459354,4181,1,"National Charter","N","OCC","CENTRAL NATIONAL BANK OF POTEAU, THE","OK",12158,0,22722,233676,239519,0,0,0,0.096,"Oklahoma",22722,233676,0.0972372002259538848662250295280644995635
416656,9472,1,"State-Chartered","NM","FDIC","WELCH STATE BANK OF WELCH, OKLA.","OK",0,0,31175,228550,227030,0,0,0,0.1311,"Oklahoma",31175,228550,0.1364034128199518704878582367096915335813
706254,20279,1,"State-Chartered","SM","FED","COMMUNITY STATE BANK, THE","OK",0,0,21769,228118,225452,0,655,0,0.0927,"Oklahoma",21114,227463,0.0928238878410994315559013993484654647129
538950,19263,1,"National Charter","N","OCC","FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD","OK",15407,0,25915,220751,225425,0,2129,0,0.1078,"Oklahoma",23786,218622,0.1087996633458663812425099029374902800267
807656,19679,1,"State-Chartered","NM","FDIC","CITIZENS BANK OF ADA","OK",0,0,18253,217098,224275,0,0,12,0.083,"Oklahoma",18241,217086,0.0840266069668242079175994767050846208415
517357,14899,1,"State-Chartered","SM","FED","CITIZENS BANK OF OKLAHOMA","OK",0,0,23213,221170,223098,0,0,0,0.1049,"Oklahoma",23213,221170,0.1049554641226206085816340371659809196546
423159,23798,1,"National Charter","N","OCC","MCCURTAIN COUNTY NATIONAL BANK","OK",17269,0,23248,220357,222612,0,0,294,0.1055,"Oklahoma",22954,220063,0.1043064940494312992188600537118915946797
2371508,34098,1,"State-Chartered","SM","FED","PATRIOT BANK","OK",0,0,27724,217347,220939,0,2867,0,0.1159,"Oklahoma",24857,214480,0.1158942558746736292428198433420365535248
508355,15510,1,"State-Chartered","SM","FED","AMERISTATE BANK","OK",0,0,20165,208102,216476,0,0,0,0.097,"Oklahoma",20165,208102,0.0968995973128561955195048581945392163458
648251,4187,1,"State-Chartered","NM","FDIC","MCCLAIN BANK","OK",0,0,20406,204640,202056,0,0,0,0.0994,"Oklahoma",20406,204640,0.0997165754495699765441751368256450351837
452159,20537,1,"State-Chartered","NM","FDIC","AMERICAN BANK AND TRUST COMPANY","OK",0,0,21476,213295,200301,0,0,0,0.1003,"Oklahoma",21476,213295,0.100686842166951874164889003492815115216
255556,22717,1,"State-Chartered","SM","FED","CITIZENS BANK & TRUST COMPANY OF ARDMORE","OK",0,0,18988,199623,200238,0,0,0,0.095,"Oklahoma",18988,199623,0.0951192998802743170877103339795514544917
988452,4228,1,"State-Chartered","SM","FED","FIRST BETHANY BANK & TRUST","OK",0,0,18744,195553,197790,0,0,0,0.0937,"Oklahoma",18744,195553,0.0958512526015964981360551870848312222262
52951,8980,1,"State-Chartered","NM","FDIC","SECURITY STATE BANK OF WEWOKA, OKLAHOMA","OK",0,0,16046,192054,195390,676,554,269,0.0784,"Oklahoma",14547,190555,0.0763401642570386502584555640103907008475
953852,4235,1,"State-Chartered","NM","FDIC","YNB","OK",0,0,16215,190268,189704,0,1108,0,0.0824,"Oklahoma",15107,189160,0.0798636075280186085853245929371960245295
58551,421,1,"State-Chartered","NM","FDIC","SECURITY STATE BANK","OK",0,0,24585,186278,187335,0,0,0,0.1185,"Oklahoma",24585,186278,0.1319801586875530121646141788080181234499
284556,12285,1,"State-Chartered","NM","FDIC","STOCKMANS BANK","OK",0,0,14794,181087,187177,0,0,0,0.0816,"Oklahoma",14794,181087,0.0816955386085141396124514736010867704474
145554,4050,1,"National Charter","N","OCC","FIRST NATIONAL BANK AND TRUST COMPANY OF BROKEN ARROW, THE","OK",7115,0,17188,191806,186895,0,0,350,0.0898,"Oklahoma",16838,191456,0.0879471001169981614574628112986795921778
131155,4107,1,"State-Chartered","SM","FED","CITY BANK AND TRUST COMPANY","OK",0,0,17569,180516,186022,0,230,0,0.0971,"Oklahoma",17339,180286,0.0961749664422084909532631485528549083123
534756,402,1,"State-Chartered","NM","FDIC","SOONER STATE BANK","OK",0,0,21535,185086,182785,0,0,0,0.1148,"Oklahoma",21535,185086,0.1163513177657953599948132219616826772419
327556,4208,1,"State-Chartered","SM","FED","ANCHOR D BANK","OK",0,0,16907,174012,177208,0,0,0,0.0927,"Oklahoma",16907,174012,0.0971599659793577454428430223202997494426
159953,4067,1,"State-Chartered","NM","FDIC","OKLAHOMA BANK AND TRUST COMPANY","OK",0,0,21840,163249,172669,0,0,0,0.1324,"Oklahoma",21840,163249,0.1337833616132411224571054034021647912085
388155,13905,1,"National Charter","N","OCC","FIRST TEXOMA NATIONAL BANK","OK",14005,0,19603,162902,163822,0,460,220,0.1165,"Oklahoma",18923,162222,0.116648789929849218971532837716216049611
315656,4049,1,"State-Chartered","NM","FDIC","FIRST ENTERPRISE BANK","OK",0,0,17909,161933,159159,0,0,0,0.1106,"Oklahoma",17909,161933,0.1105951226741924129115127861522975551617
537355,2318,1,"State-Chartered","NM","FDIC","CORNERSTONE BANK","OK",0,0,11512,159256,158978,0,0,0,0.0823,"Oklahoma",11512,159256,0.0722861305068568845129853820264228663284
455150,12485,1,"State-Chartered","SM","FED","PAYNE COUNTY BANK, THE","OK",0,0,27603,153991,157413,70,0,0,0.1734,"Oklahoma",27533,153921,0.1788774761078735195327473184295840073804
283652,24677,1,"National Charter","N","OCC","TRIAD BANK, NATIONAL ASSOCIATION","OK",17926,0,16267,179587,156349,0,0,0,0.0906,"Oklahoma",16267,179587,0.0905800531218852144086153229354017829798
640956,13946,1,"State-Chartered","NM","FDIC","FIRST BANK & TRUST COMPANY","OK",0,0,18009,151178,154633,0,0,0,0.1152,"Oklahoma",18009,151178,0.1191244757835134741827514585455555702549
152057,13274,1,"State-Chartered","SM","FED","BANK OF COMMERCE","OK",0,0,17626,154400,148965,0,0,0,0.1153,"Oklahoma",17626,154400,0.1141580310880829015544041450777202072539
3286999,57915,1,"State-Chartered","NM","FDIC","BANK OF GROVE","OK",0,0,11244,146208,146568,0,0,0,0.0769,"Oklahoma",11244,146208,0.0769041365725541694024950755088640840446
137456,11862,1,"State-Chartered","NM","FDIC","BANK OF BEAVER CITY, THE","OK",0,0,13372,141025,139351,0,0,0,0.0941,"Oklahoma",13372,141025,0.0948200673639425633752880694912249601135
192857,22340,1,"State-Chartered","NM","FDIC","BANK OF THE PANHANDLE","OK",0,0,16870,143581,139078,46,0,0,0.1115,"Oklahoma",16824,143535,0.1172118298672797575504232417180478628906
837158,4148,1,"National Charter","N","OCC","FIRST NATIONAL BANK AND TRUST COMPANY OF MIAMI, THE","OK",5252,0,12157,135776,138785,0,476,91,0.0958,"Oklahoma",11590,135209,0.0857191459148429468452543839537308906951
401755,25703,1,"State-Chartered","NM","FDIC","BANK OF THE WEST, THE","OK",0,0,16240,136190,138780,0,0,0,0.1192,"Oklahoma",16240,136190,0.1192451721859167339745943167633453263823
285759,15611,1,"State-Chartered","NM","FDIC","OKLAHOMA STATE BANK","OK",0,0,13406,131861,133913,0,0,0,0.1012,"Oklahoma",13406,131861,0.1016676651928925156035522254495263952192
942454,4059,1,"National Charter","N","OCC","PEOPLES NATIONAL BANK OF CHECOTAH, THE","OK",10051,0,20672,132920,132064,0,0,0,0.1544,"Oklahoma",20672,132920,0.1555221185675594342461631056274450797472
419255,16419,1,"State-Chartered","SM","FED","1ST BANK & TRUST","OK",0,0,11526,133919,131917,0,0,0,0.0843,"Oklahoma",11526,133919,0.0860669509180922796615864813805359956392
1856,22430,1,"State-Chartered","NM","FDIC","WASHITA STATE BANK","OK",0,0,15018,129243,131155,0,98,0,0.1262,"Oklahoma",14920,129145,0.1155290564868945758643385342057377366526
291059,10674,1,"State-Chartered","NM","FDIC","BANK OF HYDRO","OK",0,0,11309,128945,127019,0,0,0,0.0877,"Oklahoma",11309,128945,0.087704059870487417115824576369770057001
524953,4185,1,"State-Chartered","SM","FED","FIRST PRYORITY BANK","OK",0,0,16527,126084,126960,0,0,690,0.1311,"Oklahoma",15837,125394,0.1262979089908608067371644576295516531891
237954,4241,1,"National Charter","N","OCC","IDABEL NATIONAL BANK, THE","OK",11913,0,11138,124771,126538,0,0,0,0.0831,"Oklahoma",11138,124771,0.0892675381298538923307499338788660826634
64552,11521,1,"State-Chartered","SM","FED","BANK2","OK",0,0,15646,127469,125111,5503,139,0,0.1163,"Oklahoma",10004,121827,0.0821164438096645242844361266385940719217
271752,4075,1,"State-Chartered","SM","FED","BANK OF CUSHING","OK",0,0,14200,116782,118850,0,0,0,0.1149,"Oklahoma",14200,116782,0.1215940812796492610162525046668150913668
49951,4041,1,"State-Chartered","NM","FDIC","FIRST SECURITY BANK, THE","OK",0,0,9789,107502,115125,0,0,0,0.0861,"Oklahoma",9789,107502,0.0910587709996093095942401071607970084278
319458,4199,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF STIGLER, THE","OK",7217,0,9164,109093,110629,0,0,0,0.0796,"Oklahoma",9164,109093,0.0840017233003034108512920169030093589873
266253,4061,1,"State-Chartered","NM","FDIC","ACB BANK","OK",0,0,9372,110531,110585,0,0,0,0.0851,"Oklahoma",9372,110531,0.0847906922039970686956600410744497018936
73152,4097,1,"National Charter","N","OCC","FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW, THE","OK",9767,0,12744,104479,108630,0,0,0,0.1152,"Oklahoma",12744,104479,0.1219766651671627791230773648292958393553
250850,25750,1,"State-Chartered","NM","FDIC","COMMUNITY BANK","OK",0,0,10245,106395,107558,96,0,0,0.0899,"Oklahoma",10149,106299,0.0954759687297152372082521942821663421105
815754,2327,1,"State-Chartered","SM","FED","BANK OF CHEROKEE COUNTY","OK",0,0,8834,106870,107505,0,32,73,0.0835,"Oklahoma",8729,106765,0.0817590034187233643984451833466023509577
422657,432,1,"National Charter","N","OCC","SECURITY FIRST NATIONAL BANK OF HUGO","OK",14578,0,7890,106246,106814,0,0,1,0.0743,"Oklahoma",7889,106245,0.0742529060191067814955997929314320673914
343051,4094,1,"State-Chartered","SM","FED","BANK OF EUFAULA","OK",0,0,13022,95943,102081,0,0,505,0.1335,"Oklahoma",12517,95438,0.1311532094134411869485948993063559588424
41553,12283,1,"State-Chartered","SM","FED","FIRST STATE BANK","OK",0,0,13409,97589,101976,0,0,0,0.1446,"Oklahoma",13409,97589,0.1374027810511430591562573650718831015791
278153,9882,1,"State-Chartered","NM","FDIC","PEOPLES BANK","OK",0,0,9146,96745,100308,59,0,0,0.0938,"Oklahoma",9087,96686,0.0939846513455929503754421529487206007074
155759,406,1,"State-Chartered","NM","FDIC","CLEO STATE BANK","OK",0,0,16627,98917,100225,0,0,0,0.1714,"Oklahoma",16627,98917,0.1680904192403732422131686161124983572086
394156,4196,1,"National Charter","N","OCC","SNB BANK, NATIONAL ASSOCIATION","OK",9987,0,8090,98151,99250,0,0,0,0.082,"Oklahoma",8090,98151,0.0824240201322452140069892308789518191358
905356,5994,1,"State-Chartered","NM","FDIC","OKLAHOMA STATE BANK","OK",0,0,11543,92654,97801,350,2341,17,0.1005,"Oklahoma",8835,89946,0.0982256020278833967046894803548795944233
709956,22855,1,"State-Chartered","NM","FDIC","OKLAHOMA HERITAGE BANK","OK",0,0,7971,94779,94959,0,0,155,0.0831,"Oklahoma",7816,94624,0.0826006087250591816029759891782211701048
647759,404,1,"State-Chartered","SM","FED","FARMERS STATE BANK, THE","OK",0,0,7872,94323,94857,0,0,0,0.0852,"Oklahoma",7872,94323,0.0834579052829108488915746954613402881588
313157,4193,1,"State-Chartered","NM","FDIC","SEILING STATE BANK, THE","OK",0,0,9543,95374,94328,0,0,0,0.0972,"Oklahoma",9543,95374,0.1000587162119655251955459559209008744522
284574,28407,1,"National Charter","SA","OCC","LIBERTY FEDERAL SAVINGS BANK","OK",701532,1532,2006,92353,91307,0,0,0,0.0388,"Oklahoma",2006,92353,0.0217210052732450488885038926726798263186
316859,10672,1,"State-Chartered","NM","FDIC","EXCHANGE BANK, THE","OK",0,0,9248,88933,89705,0,0,465,0.0958,"Oklahoma",8783,88468,0.0992788352850748293168151195912646380612
322850,422,1,"State-Chartered","NM","FDIC","BANK OF COMMERCE","OK",0,0,10570,87308,88962,0,0,0,0.12,"Oklahoma",10570,87308,0.121065652632061208594859577587391762496
371559,25161,1,"National Charter","N","OCC","COMMUNITY NATIONAL BANK OF OKARCHE","OK",18233,0,12447,84860,88038,0,0,0,0.143,"Oklahoma",12447,84860,0.1466768795663445675229790242752769267028
938550,8975,1,"State-Chartered","NM","FDIC","COMMUNITY BANK","OK",0,0,6183,82280,85315,0,0,24,0.0751,"Oklahoma",6159,82256,0.0748759968877650262594825909356156389807
151555,4056,1,"State-Chartered","SM","FED","FIRST BANK OF CHANDLER","OK",0,0,9877,86575,85043,0,0,0,0.1141,"Oklahoma",9877,86575,0.1140860525555876407738954663586485706035
918150,1165,1,"State-Chartered","NM","FDIC","FIRST BANK OF OKARCHE, THE","OK",0,0,9697,85005,83763,0,0,0,0.1141,"Oklahoma",9697,85005,0.1140756426092582789247691312275748485383
881852,418,1,"State-Chartered","NM","FDIC","HIGH PLAINS BANK","OK",0,0,8706,79888,83553,226,930,0,0.0968,"Oklahoma",7550,78732,0.0958949347152364985012447289539196260733
521952,4204,1,"National Charter","N","OCC","STROUD NATIONAL BANK","OK",12095,0,9085,82766,82094,0,0,0,0.1077,"Oklahoma",9085,82766,0.1097672957494623396080516153976270449218
19356,9881,1,"State-Chartered","NM","FDIC","SECURITY BANK AND TRUST COMPANY","OK",0,0,8536,79998,79396,0,0,0,0.108,"Oklahoma",8536,79998,0.1067026675666891672291807295182379559489
51356,22839,1,"State-Chartered","NM","FDIC","LATIMER STATE BANK","OK",0,0,13685,78859,78521,0,0,0,0.1735,"Oklahoma",13685,78859,0.1735375797309121343156773481783943494084
280352,4092,1,"State-Chartered","NM","FDIC","FIRST BANK","OK",0,0,7810,79159,77971,0,245,0,0.0959,"Oklahoma",7565,78914,0.0958638517880224041361482119775958638518
952257,4232,1,"State-Chartered","NM","FDIC","STATE BANK OF WYNNEWOOD, THE","OK",0,0,12535,77836,77565,0,0,0,0.1526,"Oklahoma",12535,77836,0.1610437329770286242869623310550387995272
361354,15778,1,"State-Chartered","SM","FED","GRANT COUNTY BANK","OK",0,0,9068,75697,76539,0,100,0,0.1193,"Oklahoma",8968,75597,0.1186290461261690278714763813378837784568
284154,18856,1,"State-Chartered","SM","FED","FREEDOM BANK OF OKLAHOMA","OK",0,0,24025,58283,76066,283,0,0,0.4115,"Oklahoma",23742,58000,0.4093448275862068965517241379310344827586
195456,4111,1,"National Charter","N","OCC","FIRST NATIONAL BANK","OK",9888,0,7010,77168,76008,0,0,0,0.0908,"Oklahoma",7010,77168,0.0908407630105743313290483101803856520838
95659,429,1,"State-Chartered","SM","FED","MORRIS STATE BANK, THE","OK",0,0,6259,75682,75016,0,11,0,0.0821,"Oklahoma",6248,75671,0.0825679586631602595446075775396122689009
522856,24342,1,"State-Chartered","NM","FDIC","YORKTOWN BANK","OK",0,0,13640,74953,74388,636,3392,42,0.1396,"Oklahoma",9570,70883,0.1350112156652511885783615253304741616467
61953,4071,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF COWETA, THE","OK",6879,0,6092,73322,72587,0,0,0,0.0823,"Oklahoma",6092,73322,0.0830855677695643872234799923624560159297
816256,4123,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF HOOKER, THE","OK",10566,0,9972,69117,71814,0,0,0,0.1333,"Oklahoma",9972,69117,0.1442770953600416684751942358609314640392
1014059,4076,1,"National Charter","N","OCC","SOUTHWEST NATIONAL BANK","OK",8727,0,8270,72742,70566,0,0,0,0.1101,"Oklahoma",8270,72742,0.1136894778807291523466498034148085012785
