"IDRSSD","CERT","CB","CHARTER_TYPE","SDI_BK_CLASS_DESC","SDI_REGAGNT_DESC","INST_NAME","INST_STATE","OCC_ID","OTS_ID","TOTAL_BNK_EQUITY_CAPITAL","TOTAL_ASSETS","TOTAL_ASSETS_RCON2170","OTHR_INTANGIBLES","GOODWILL","NET_DEF_TAX_ASST","TIER1LEVERAGE","STATE_DESC","ADJ_TOTAL_BNK_EQ_CAP","ADJ_TOTAL_ASSETS","SIMPLE_LEVERAGE_RATIO"
557858,4799,0,"National Charter","N","OCC","INTRUST BANK, NATIONAL ASSOCIATION","KS",2782,0,360460,4575932,4416352,247,12087,1901,0.0828,"Kansas",346225,4561697,0.0758982896058199393778236476469173643054
762474,30895,0,"National Charter","SA","OCC","FIDELITY BANK","KS",706081,6081,204238,2171748,1776865,16713,0,8050,0.0939,"Kansas",179475,2146985,0.0835939701488366243825643868028887020636
474759,4767,0,"National Charter","N","OCC","SUNFLOWER BANK, NATIONAL ASSOCIATION","KS",4742,0,192404,1668912,1682588,275,15702,417,0.1056,"Kansas",176010,1652518,0.1065101862733113950952425329103828218513
139656,25858,1,"State-Chartered","SM","FED","EQUITY BANK","KS",0,0,150151,1613499,1589071,1578,18130,3196,0.0839,"Kansas",127247,1590595,0.0799996227826693784401434683247463999321
3594005,58648,0,"State-Chartered","NM","FDIC","CROSSFIRST BANK","KS",0,0,151567,1523835,1570274,703,7397,3264,0.0921,"Kansas",140203,1512471,0.0926979756967241024786590949512420403433
65858,4789,1,"State-Chartered","NM","FDIC","EMPRISE BANK","KS",0,0,140204,1530122,1561937,1278,23413,290,0.0754,"Kansas",115223,1505141,0.0765529608189531744866427796465580301115
160959,19899,1,"State-Chartered","NM","FDIC","KS STATEBANK","KS",0,0,129265,1443440,1502221,0,0,419,0.089,"Kansas",128846,1443021,0.0892890678652632220875510474206543078722
983457,4666,0,"National Charter","N","OCC","ARMED FORCES BANK, NATIONAL ASSOCIATION","KS",8796,0,231378,1065380,1064155,63,9332,37291,0.1927,"Kansas",184692,1018694,0.1813027268247383414450266714047594272667
234355,4702,1,"National Charter","N","OCC","CENTRAL NATIONAL BANK","KS",4284,0,104520,1055697,938105,11838,1905,0,0.0944,"Kansas",90777,1041954,0.0871218882983317881595540686057157993539
923752,27046,1,"National Charter","N","OCC","COMMUNITY NATIONAL BANK & TRUST","KS",21389,0,85099,932947,936842,1578,10086,0,0.083,"Kansas",73435,921283,0.0797094920887501451779746288599702805761
680354,1143,0,"State-Chartered","NM","FDIC","MORRILL AND JANES BANK AND TRUST COMPANY, THE","KS",0,0,80538,903831,902917,5421,4956,1069,0.0807,"Kansas",69092,892385,0.0774239818015766737450763963984154821069
361055,18100,1,"State-Chartered","NM","FDIC","COREFIRST BANK & TRUST","KS",0,0,80846,882568,891158,607,0,1685,0.0958,"Kansas",78554,880276,0.0892379208339202704606282575010564868291
481177,5826,1,"National Charter","N","OCC","LANDMARK NATIONAL BANK","KS",23038,0,99529,867919,876160,4304,17532,2485,0.094,"Kansas",75208,843598,0.0891514678792505435053188841130491063279
339951,19631,1,"State-Chartered","NM","FDIC","VALLEY VIEW STATE BANK","KS",0,0,115156,865950,868081,0,253,8033,0.1339,"Kansas",106870,857664,0.1246059062756510708156107753152749794791
1009354,4705,1,"State-Chartered","NM","FDIC","SECURITY BANK OF KANSAS CITY","KS",0,0,131294,837657,821051,59,36749,6831,0.118,"Kansas",87655,794018,0.1103942228009944358944003788327216763348
482156,17614,1,"State-Chartered","NM","FDIC","FARMERS BANK & TRUST","KS",0,0,121374,736710,738622,0,696,0,0.1533,"Kansas",120678,736014,0.1639615550791153429146728187235568888635
1016259,16402,1,"State-Chartered","NM","FDIC","BENNINGTON STATE BANK, THE","KS",0,0,62336,679303,701314,0,0,0,0.0906,"Kansas",62336,679303,0.0917646469984675468826135023693403385529
928056,4673,1,"National Charter","N","OCC","GIRARD NATIONAL BANK, THE","KS",13347,0,76774,658903,668251,1664,11682,0,0.1013,"Kansas",63428,645557,0.0982531364387652833134796772399648675485
754853,4697,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF HUTCHINSON, THE","KS",3180,0,73855,638985,654432,0,951,2501,0.1104,"Kansas",70403,635533,0.1107778825017741014235295413456106921277
1421161,32722,1,"State-Chartered","SM","FED","BANK OF BLUE VALLEY","KS",0,0,72080,635489,633730,0,0,9043,0.1052,"Kansas",63037,626446,0.1006263907822861028723944282507989515457
990352,17477,1,"State-Chartered","SM","FED","UNITED BANK & TRUST","KS",0,0,65879,593206,585828,73,9540,0,0.1001,"Kansas",56266,583593,0.0964130824050322742047968361512218275408
2747587,35014,1,"State-Chartered","NM","FDIC","NBKC BANK","KS",0,0,77699,576111,567648,11489,0,0,0.1322,"Kansas",66210,564622,0.1172642936336168268328191250075271597635
246657,1874,1,"State-Chartered","NM","FDIC","BANK OF LABOR","KS",0,0,48711,501259,544027,0,0,2302,0.0931,"Kansas",46409,498957,0.0930120230801451828514280789727371296525
170051,23173,1,"State-Chartered","NM","FDIC","MISSION BANK, THE","KS",0,0,93896,541938,536531,0,5446,2407,0.1624,"Kansas",86043,534085,0.1611035696565153486804534858683542881751
988153,21121,1,"State-Chartered","NM","FDIC","WESTERN STATE BANK","KS",0,0,51155,455300,469290,348,0,0,0.1119,"Kansas",50807,454952,0.1116755174172220366104556085037542422058
177957,4751,1,"State-Chartered","SM","FED","PEOPLES BANK","KS",0,0,47971,440390,451930,4112,0,2421,0.1088,"Kansas",41438,433857,0.0955107327990559101270695182975035553189
153353,1365,1,"State-Chartered","NM","FDIC","PEOPLES BANK AND TRUST COMPANY","KS",0,0,57892,444854,448488,70,1805,851,0.1255,"Kansas",55166,442128,0.1247738211558643650707487424456266058698
273550,17672,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK, THE","KS",0,0,50003,433346,439762,634,3506,0,0.1052,"Kansas",45863,429206,0.1068554493646407552550523524834228785245
499855,4801,1,"National Charter","N","OCC","SOUTHWEST NATIONAL BANK","KS",12346,0,41116,444083,437070,0,0,157,0.0928,"Kansas",40959,443926,0.0922653775629271545257542923820636772795
348551,16803,1,"State-Chartered","NM","FDIC","CAPITAL CITY BANK","KS",0,0,34458,414566,430725,0,0,2497,0.0843,"Kansas",31961,412069,0.0775622529236608432082976394730008809204
394259,5835,1,"State-Chartered","NM","FDIC","FIRST STATE BANK, THE","KS",0,0,46415,419209,426172,1446,3452,0,0.0952,"Kansas",41517,414311,0.1002073321731742579849436775755410790445
192558,18431,1,"State-Chartered","NM","FDIC","FIRST BANK KANSAS","KS",0,0,34630,409723,414813,1715,0,0,0.0816,"Kansas",32915,408008,0.0806724377953373463265426168114350699006
354552,25665,1,"National Charter","N","OCC","COMMUNITY NATIONAL BANK","KS",18394,0,34073,390425,412460,0,226,0,0.0847,"Kansas",33847,390199,0.0867429183570434573128070548617500301128
144052,4619,1,"National Charter","N","OCC","EXCHANGE NATIONAL BANK & TRUST CO.","KS",182,0,36505,393062,411263,37,282,1338,0.0921,"Kansas",34848,391405,0.0890330987084988694574673292369795991364
483751,17068,1,"State-Chartered","NM","FDIC","LABETTE BANK","KS",0,0,40796,372628,379416,74,1180,1754,0.1005,"Kansas",37788,369620,0.1022347275580325739949136951463665386072
530655,1147,1,"State-Chartered","SM","FED","PEOPLES BANK, THE","KS",0,0,49933,411563,367309,28,7635,0,0.1004,"Kansas",42270,403900,0.1046546174795741520178261946026244119832
2957014,57144,1,"State-Chartered","SM","FED","AMERICAN STATE BANK & TRUST COMPANY","KS",0,0,37696,332774,362281,163,7008,0,0.0955,"Kansas",30525,325603,0.093749136218032389136463730371034664914
485456,9665,1,"State-Chartered","NM","FDIC","KAW VALLEY BANK","KS",0,0,42764,359244,357985,10,0,6628,0.1102,"Kansas",36126,352606,0.1024542974311270936966472493377877858006
190451,13881,1,"State-Chartered","SM","FED","ROSE HILL BANK","KS",0,0,34689,349799,351272,2257,5531,0,0.0838,"Kansas",26901,342011,0.0786553648859247217194768589314378777291
333650,26522,1,"State-Chartered","NM","FDIC","BANK, THE","KS",0,0,36029,338083,338397,4303,0,0,0.1,"Kansas",31726,333780,0.0950506321529150937743423812091796992031
54058,1868,1,"State-Chartered","NM","FDIC","BANK OF TESCOTT","KS",0,0,42765,334488,335396,0,2,0,0.1264,"Kansas",42763,334486,0.1278469054011229169531759176766740610967
296559,11777,1,"State-Chartered","NM","FDIC","COMMERCIAL BANK","KS",0,0,30067,314312,322682,798,0,0,0.0867,"Kansas",29269,313514,0.0933578723757152790624980064686106521559
785950,17676,1,"State-Chartered","NM","FDIC","LEGACY BANK","KS",0,0,31660,306351,312833,32,0,0,0.1032,"Kansas",31628,306319,0.1032518387693874686193151583806424022016
50957,1149,0,"State-Chartered","SM","FED","ALTERRA BANK","KS",0,0,39248,296987,312518,1729,10667,881,0.0989,"Kansas",25971,283710,0.0915406577138627471714074230728560854394
572459,14269,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK, THE","KS",0,0,32670,310164,311773,0,1810,120,0.0962,"Kansas",30740,308234,0.0997294263449197687471206940181809923629
114158,4717,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF LIBERAL","KS",6720,0,27928,301013,311362,0,0,0,0.091,"Kansas",27928,301013,0.0927800460445229940235139346141196559617
869551,15305,1,"State-Chartered","NM","FDIC","DENISON STATE BANK, THE","KS",0,0,38737,306369,308594,0,0,0,0.1232,"Kansas",38737,306369,0.1264390326697544464355075089189833175027
285852,4746,1,"State-Chartered","SM","FED","FIRST OPTION BANK","KS",0,0,25631,278514,300373,86,0,0,0.0881,"Kansas",25545,278428,0.0917472380651371270130877641616504087233
736550,18610,1,"State-Chartered","SM","FED","UNION STATE BANK OF EVEREST, THE","KS",0,0,30856,301744,297670,1576,2470,0,0.0892,"Kansas",26810,297698,0.0900577094908262736061377637740260263757
686655,11772,1,"State-Chartered","NM","FDIC","CENTRAL BANK AND TRUST CO.","KS",0,0,26757,280914,292902,0,0,169,0.0944,"Kansas",26588,280745,0.0947051594863666316408128372722577427915
227151,1869,1,"State-Chartered","SM","FED","UNION STATE BANK, THE","KS",0,0,35864,295854,290838,743,10629,101,0.0868,"Kansas",24391,284381,0.0857687398243905183538984671971756200309
91156,4803,1,"State-Chartered","SM","FED","CORNERBANK","KS",0,0,25088,277853,289984,0,70,119,0.087,"Kansas",24899,277664,0.0896731301140947332027198340440244324075
51459,16436,1,"State-Chartered","NM","FDIC","CENTERA BANK","KS",0,0,23939,267718,269122,0,1352,0,0.0831,"Kansas",22587,266366,0.0847968584579112949850956953965596209726
1003455,17636,1,"State-Chartered","NM","FDIC","ASTRA BANK","KS",0,0,26288,267417,264134,0,1929,0,0.0903,"Kansas",24359,265488,0.09175179292472729464231905020189236425
1009756,10907,1,"State-Chartered","NM","FDIC","GUARANTY STATE BANK AND TRUST COMPANY","KS",0,0,29717,255352,264064,0,44,579,0.1144,"Kansas",29094,254729,0.1142154996093888014321102033926251035414
746755,17769,1,"State-Chartered","NM","FDIC","BANK OF HAYS","KS",0,0,22181,257037,258494,0,0,366,0.0857,"Kansas",21815,256671,0.0849920715624281667971839436477046491423
543459,4779,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF SYRACUSE","KS",8114,0,28011,247577,257581,0,1991,78,0.103,"Kansas",25942,245508,0.1056666177884223732016879287029343239324
326054,15323,1,"State-Chartered","NM","FDIC","SILVER LAKE BANK","KS",0,0,29148,252594,250841,0,0,191,0.1138,"Kansas",28957,252403,0.1147252607932552307222972785584957389571
605656,14974,1,"State-Chartered","NM","FDIC","FIRST STATE BANK AND TRUST","KS",0,0,23310,248320,246052,305,0,3121,0.0815,"Kansas",19884,244894,0.0811943126413877024345226914501784445515
1014853,4707,1,"State-Chartered","SM","FED","CITIZENS BANK OF KANSAS","KS",0,0,29476,233997,241195,0,5419,0,0.0966,"Kansas",24057,228578,0.1052463491674614354837298427670204481621
207452,10918,1,"State-Chartered","NM","FDIC","GRANT COUNTY BANK","KS",0,0,30314,228742,227554,0,0,0,0.1252,"Kansas",30314,228742,0.1325248533282038278934345244861022461988
4156,13157,1,"State-Chartered","NM","FDIC","KANZA BANK","KS",0,0,22766,211593,218082,0,1783,0,0.1,"Kansas",20983,209810,0.1000095324341070492350221629092988894714
319551,18374,1,"State-Chartered","NM","FDIC","SECURITY STATE BANK","KS",0,0,32236,206011,215496,0,0,0,0.1545,"Kansas",32236,206011,0.1564770813209003402730922135225788914184
918954,16629,1,"State-Chartered","NM","FDIC","ESB FINANCIAL","KS",0,0,18683,211977,209835,549,0,0,0.0872,"Kansas",18134,211428,0.0857691507274343984713472198573509658134
906175,29953,1,"National Charter","SA","OCC","INTER-STATE FEDERAL SAVINGS AND LOAN ASSOCIATION OF KANSAS CITY","KS",704414,4414,54081,213364,209412,0,0,0,0.2545,"Kansas",54081,213364,0.2534682514388556644982283796704223767833
2907019,35585,1,"National Charter","N","OCC","COMMUNITY FIRST NATIONAL BANK","KS",24080,0,19383,204697,206674,0,0,212,0.0947,"Kansas",19171,204485,0.0937525979900726214636770423258429713671
183958,4756,1,"National Charter","N","OCC","FIRST NATIONAL BANK AND TRUST","KS",3601,0,29980,200768,206047,0,0,17,0.1446,"Kansas",29963,200751,0.1492545491678746307614906027865365552351
864378,30150,1,"National Charter","SA","OCC","CITIZENS SAVINGS AND LOAN ASSOCIATION, FSB","KS",704846,4846,37028,203024,201154,86,0,3042,0.1834,"Kansas",33900,199896,0.1695881858566454556369312042261976227638
356659,4773,1,"State-Chartered","NM","FDIC","SOLOMON STATE BANK","KS",0,0,27935,200205,199647,0,0,189,0.1396,"Kansas",27746,200016,0.1387189024878009759219262459003279737621
636276,29988,1,"National Charter","SA","OCC","MUTUAL SAVINGS ASSOCIATION, FSA","KS",704492,4492,58344,196748,197091,0,0,3083,0.2983,"Kansas",55261,193665,0.2853432473601321870239847158753517672269
5751,15194,1,"State-Chartered","NM","FDIC","KEARNY COUNTY BANK","KS",0,0,33956,191152,192437,325,1089,0,0.1649,"Kansas",32542,189738,0.1715101877325575266947053305083852470248
332055,4738,1,"State-Chartered","NM","FDIC","FIRST BANK OF NEWTON","KS",0,0,15840,186243,188591,0,0,0,0.0851,"Kansas",15840,186243,0.0850501763824680659138866964127510832622
858854,15111,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK, THE","KS",0,0,14042,180312,186045,203,0,565,0.0757,"Kansas",13274,179544,0.0739317381811700753018758632981330481665
805250,14420,1,"National Charter","N","OCC","FIRST NATIONAL BANK","KS",14163,0,24326,181491,185507,92,0,84,0.1312,"Kansas",24150,181315,0.1331936133248765959793729145409921959022
1218446,27351,0,"State-Chartered","SM","FED","BANKERS' BANK OF KANSAS","KS",0,0,22230,176532,184474,0,0,1122,0.1258,"Kansas",21108,175410,0.1203352146399863177697964768257225927826
862057,26217,1,"State-Chartered","SM","FED","BANK OF COMMERCE","KS",0,0,15102,179331,183323,0,0,0,0.0842,"Kansas",15102,179331,0.0842129916188500593873897987520283721164
2667939,34719,1,"State-Chartered","NM","FDIC","FARMERS & MERCHANTS BANK OF COLBY","KS",0,0,23565,173873,182614,0,472,0,0.1265,"Kansas",23093,173401,0.1331768559581547972618381670232582280379
788559,12602,1,"State-Chartered","NM","FDIC","FARMERS AND DROVERS BANK","KS",0,0,47405,178281,182370,0,0,333,0.2637,"Kansas",47072,177948,0.2645267156697462179962685728415042596714
733951,11778,1,"State-Chartered","SM","FED","CITIZENS STATE BANK AND TRUST CO., ELLSWORTH, KANSAS","KS",0,0,16588,173247,177173,166,2142,103,0.0872,"Kansas",14177,170836,0.0829860216816127748249783418014938303402
725853,4646,1,"State-Chartered","NM","FDIC","COMMUNITY BANK OF THE MIDWEST","KS",0,0,13464,181168,175920,0,187,0,0.0734,"Kansas",13277,180981,0.0733612920693332449262629778816560854454
638850,10920,1,"State-Chartered","SM","FED","FIDELITY STATE BANK AND TRUST COMPANY, THE","KS",0,0,29472,176131,174650,0,0,0,0.1586,"Kansas",29472,176131,0.1673299986941537832635935752366136568804
1492817,18474,1,"State-Chartered","NM","FDIC","FIRST KANSAS BANK","KS",0,0,15814,173691,173899,0,0,0,0.0845,"Kansas",15814,173691,0.0910467439303130271574232401218255407592
198859,4777,1,"National Charter","N","OCC","STOCKTON NATIONAL BANK, THE","KS",7815,0,18086,175385,170903,1044,0,0,0.1007,"Kansas",17042,174341,0.0977509593268364871143334040759201794185
552059,4791,1,"State-Chartered","SM","FED","BANK OF THE FLINT HILLS","KS",0,0,18190,172524,170853,0,0,0,0.1027,"Kansas",18190,172524,0.1054346061997171408035983399411096427164
991555,4678,1,"National Charter","N","OCC","CITIZENS NATIONAL BANK, THE","KS",10789,0,16000,171956,170485,0,0,107,0.0926,"Kansas",15893,171849,0.0924823536942315637565537186716245075619
906652,19749,1,"State-Chartered","NM","FDIC","COMMUNITY STATE BANK","KS",0,0,17589,175140,170047,555,0,0,0.0954,"Kansas",17034,174585,0.0975685196322708136437838302259644299338
2815879,35292,1,"State-Chartered","NM","FDIC","GREAT AMERICAN BANK","KS",0,0,24324,168327,167659,134,8478,0,0.0988,"Kansas",15712,159715,0.098375230880005008922142566446482797483
615851,15164,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK, THE","KS",0,0,23297,167798,164552,380,126,0,0.1347,"Kansas",22791,167292,0.1362348468546015350405279391722258087655
3392975,58292,1,"State-Chartered","NM","FDIC","FREEDOM BANK","KS",0,0,16978,157534,164296,0,0,387,0.108,"Kansas",16591,157147,0.1055763075337104749056615780129432951313
3027763,57250,1,"State-Chartered","SM","FED","CORNERSTONE BANK","KS",0,0,15726,166427,163454,0,0,205,0.0945,"Kansas",15521,166222,0.0933751248330545896451733224242278398768
850456,17317,1,"State-Chartered","NM","FDIC","GOPPERT STATE SERVICE BANK","KS",0,0,16955,155243,154135,0,0,278,0.1076,"Kansas",16677,154965,0.1076178491917529764785596747652695770013
148171,28735,1,"National Charter","SA","OCC","GOLDEN BELT BANK, FSA","KS",702253,2253,20774,149863,152696,1244,0,0,0.1284,"Kansas",19530,148619,0.1314098466548691620856014372321170240683
368951,17832,1,"State-Chartered","SM","FED","KAW VALLEY STATE BANK AND TRUST COMPANY","KS",0,0,17882,151077,152266,0,0,10,0.1179,"Kansas",17872,151067,0.1183051228924914110957389767454175961659
796657,14952,1,"State-Chartered","NM","FDIC","LYON COUNTY STATE BANK, THE","KS",0,0,12812,150564,149763,153,0,0,0.082,"Kansas",12659,150411,0.0841627274600926793917998018761925657033
872953,26832,1,"State-Chartered","NM","FDIC","STATE BANK","KS",0,0,18070,148136,147868,0,0,0,0.122,"Kansas",18070,148136,0.1219825025652103472484743748987416968191
261258,18072,1,"State-Chartered","NM","FDIC","INDUSTRIAL STATE BANK","KS",0,0,36808,144232,143499,0,0,865,0.2552,"Kansas",35943,143367,0.250706229467032162213061583209525204545
865759,15908,1,"State-Chartered","SM","FED","UNION STATE BANK","KS",0,0,15456,138174,140762,0,0,0,0.1077,"Kansas",15456,138174,0.1118589604411828563984541230622258890964
9955,15899,1,"State-Chartered","SM","FED","FIRST STATE BANK AND TRUST COMPANY OF LARNED, THE","KS",0,0,17106,133022,138702,0,0,23,0.1276,"Kansas",17083,132999,0.1284445747712388814953495890946548470289
576653,4739,1,"National Charter","N","OCC","MIDLAND NATIONAL BANK OF NEWTON, THE","KS",4860,0,14410,138751,136517,0,0,0,0.1003,"Kansas",14410,138751,0.1038551073505776534943892296271738582064
49652,16473,1,"State-Chartered","NM","FDIC","FIRST BANK","KS",0,0,18008,134491,136463,0,36,0,0.1306,"Kansas",17972,134455,0.1336655386560559294931389684280986203563
922157,4636,1,"State-Chartered","NM","FDIC","FIRST HERITAGE BANK","KS",0,0,15632,128673,135054,0,559,0,0.1141,"Kansas",15073,128114,0.1176530277721404374229202116864667405592
146850,14898,1,"State-Chartered","NM","FDIC","PEOPLES STATE BANK","KS",0,0,11710,135274,134536,0,0,0,0.0833,"Kansas",11710,135274,0.0865650457589780741310229608054762925618
728452,21463,1,"State-Chartered","SM","FED","VERUS BANK","KS",0,0,12300,130055,134255,0,0,0,0.0944,"Kansas",12300,130055,0.0945753719580177617161969935796393833378
424156,17650,1,"State-Chartered","NM","FDIC","STOCKGROWERS STATE BANK","KS",0,0,17278,126922,134163,0,340,0,0.1329,"Kansas",16938,126582,0.1338104943830876427928141441911172204579
369453,17399,1,"State-Chartered","SM","FED","IMPACT BANK","KS",0,0,14108,131729,133958,143,0,0,0.1057,"Kansas",13965,131586,0.1061283115225023938716884774976061283115
138051,18120,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK OF ALICEVILLE, KANSAS, THE","KS",0,0,16915,132967,133199,0,608,59,0.1232,"Kansas",16248,132300,0.1228117913832199546485260770975056689342
252658,12426,1,"State-Chartered","NM","FDIC","COMMUNITY FIRST BANK","KS",0,0,12003,130553,131801,0,0,43,0.0913,"Kansas",11960,130510,0.0916404873189793885526013332311700252854
937759,15261,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK","KS",0,0,16192,118998,129127,0,0,0,0.1342,"Kansas",16192,118998,0.1360695137733407284156036235903124422259
287959,10505,1,"State-Chartered","NM","FDIC","KANSAS STATE BANK","KS",0,0,11109,121270,128440,0,0,0,0.0904,"Kansas",11109,121270,0.0916055083697534427310959017069349385668
278256,1867,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK OF OAKLEY, KANSAS, THE","KS",0,0,17695,124987,127556,0,0,267,0.1377,"Kansas",17428,124720,0.1397370109044259140474663245670301475305
137559,4611,1,"National Charter","N","OCC","FARMERS NATIONAL BANK","KS",11933,0,19634,124851,127163,0,0,513,0.1538,"Kansas",19121,124338,0.153782431758593511235503225080023806077
837952,26340,1,"State-Chartered","NM","FDIC","FLINT HILLS BANK","KS",0,0,13615,123956,125884,0,0,3,0.1109,"Kansas",13612,123953,0.1098158172855840520197171508555662226812
414652,4769,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF SCOTT CITY, THE","KS",8808,0,13365,122424,125372,0,0,183,0.1084,"Kansas",13182,122241,0.1078361597172797997398581490661889218838
1005552,15038,1,"State-Chartered","NM","FDIC","VALLEY STATE BANK, THE","KS",0,0,15804,126690,125139,0,0,0,0.1222,"Kansas",15804,126690,0.1247454416291735732891309495619228036941
3312124,58000,1,"State-Chartered","NM","FDIC","VISIONBANK","KS",0,0,11063,121800,122032,182,763,1,0.0849,"Kansas",10117,120854,0.0837125788141062769953828586558988531617
276159,4735,1,"State-Chartered","NM","FDIC","SOUTHWIND BANK","KS",0,0,11166,120684,120717,0,0,0,0.0899,"Kansas",11166,120684,0.0925226210599582380431540220741771900169
302553,18118,1,"State-Chartered","NM","FDIC","PLAINS STATE BANK","KS",0,0,14565,122864,118561,0,0,0,0.1118,"Kansas",14565,122864,0.11854570907670269566349785128271910405
919456,17374,1,"State-Chartered","NM","FDIC","MID-AMERICA BANK","KS",0,0,12982,114607,115046,1141,250,0,0.1113,"Kansas",11591,113216,0.1023795223289994347088750706613906161673
916857,4660,1,"State-Chartered","SM","FED","FIRSTOAK BANK","KS",0,0,10003,105548,111118,0,0,0,0.0943,"Kansas",10003,105548,0.0947720468412475840375942699056353507409
55653,1150,1,"State-Chartered","NM","FDIC","FIDELITY STATE BANK AND TRUST COMPANY","KS",0,0,11211,121617,107884,0,0,34,0.0927,"Kansas",11177,121583,0.0919289703330235312502570260644991487297
673851,17671,1,"State-Chartered","NM","FDIC","BANK OF PRAIRIE VILLAGE","KS",0,0,10007,106534,107410,0,0,0,0.0939,"Kansas",10007,106534,0.0939324534890269773030206319109392306681
48057,4775,1,"State-Chartered","NM","FDIC","PRAIRIE BANK OF KANSAS","KS",0,0,10084,111084,107224,0,566,0,0.0849,"Kansas",9518,110518,0.0861217177292386760527696845762681192204
420653,14345,1,"State-Chartered","SM","FED","VALLEY STATE BANK, THE","KS",0,0,9258,106613,106089,0,0,0,0.0831,"Kansas",9258,106613,0.0868374400870437939088103702175156875803
2621940,34666,1,"State-Chartered","NM","FDIC","COMMUNITY BANK, THE","KS",0,0,11317,106910,105189,0,0,261,0.1044,"Kansas",11056,106649,0.1036671698750105486221155378859623625163
747257,17451,1,"State-Chartered","SM","FED","HALSTEAD BANK, THE","KS",0,0,9279,102034,104794,0,0,0,0.091,"Kansas",9279,102034,0.0909402748103573318697689005625575788463
305152,4760,1,"National Charter","N","OCC","FIRST NATIONAL BANK IN PRATT","KS",6229,0,12086,106847,103126,324,981,18,0.1037,"Kansas",10763,105524,0.1019957545202986998218414768204389522763
142656,15604,1,"State-Chartered","NM","FDIC","LYONS STATE BANK","KS",0,0,11137,100210,102788,0,68,0,0.1103,"Kansas",11069,100142,0.1105330430788280641489085498591999360908
984351,4621,1,"State-Chartered","NM","FDIC","FARMERS BANK & TRUST","KS",0,0,9669,95829,102413,0,69,0,0.0917,"Kansas",9600,95760,0.1002506265664160401002506265664160401003
171656,17369,1,"State-Chartered","NM","FDIC","CARSON BANK","KS",0,0,8743,104861,101505,0,0,71,0.0847,"Kansas",8672,104790,0.0827559881668098100963832426758278461685
801056,13883,1,"State-Chartered","NM","FDIC","FARMERS STATE BANK, THE","KS",0,0,9887,101379,101085,0,0,0,0.0927,"Kansas",9887,101379,0.0975251284782844573333727892364296353288
844455,13798,1,"National Charter","N","OCC","FIRST NATIONAL BANK IN FREDONIA","KS",14370,0,14674,96784,100486,0,0,100,0.1523,"Kansas",14574,96684,0.1507384882710686359687228496959165942659
663656,25744,1,"State-Chartered","SM","FED","GARDNER BANK","KS",0,0,8958,100000,99529,0,213,91,0.0906,"Kansas",8654,99696,0.0868038838067725886695554485636334456749
357151,10916,1,"State-Chartered","NM","FDIC","STANLEY BANK","KS",0,0,16855,106089,98622,0,0,382,0.1522,"Kansas",16473,105707,0.1558364157529775700757754926353032438722
132451,4722,1,"National Charter","N","OCC","FIRST NATIONAL BANK OF LOUISBURG, THE","KS",11798,0,16288,105815,98094,0,0,0,0.1528,"Kansas",16288,105815,0.1539290270755563955960875112224164815952
1007659,4626,1,"State-Chartered","NM","FDIC","BANK OF THE PRAIRIE","KS",0,0,9818,94359,96064,0,0,1220,0.0978,"Kansas",8598,93139,0.092313638754979117233382363993600962003
792453,9659,1,"State-Chartered","NM","FDIC","STATE BANK OF DOWNS","KS",0,0,9479,97160,94751,0,0,0,0.0976,"Kansas",9479,97160,0.0975607245780156442980650473445862494854
412555,4766,1,"State-Chartered","NM","FDIC","SJN BANK OF KANSAS","KS",0,0,11581,94933,94687,284,0,249,0.1202,"Kansas",11048,94400,0.1170338983050847457627118644067796610169
678557,5830,1,"State-Chartered","NM","FDIC","CITIZENS STATE BANK AND TRUST COMPANY","KS",0,0,12628,87787,94270,0,0,0,0.1445,"Kansas",12628,87787,0.1438481779762379395582489434654333785185
2694944,34930,1,"State-Chartered","NM","FDIC","ALLIANCE BANK","KS",0,0,10209,96604,94188,0,0,301,0.1053,"Kansas",9908,96303,0.102883606948900864978245745200045689127
297051,18019,1,"State-Chartered","NM","FDIC","PATRIOTS BANK","KS",0,0,9752,92124,93851,47,0,0,0.1029,"Kansas",9705,92077,0.1054009144520347100796072852069463601116
172158,4736,1,"State-Chartered","SM","FED","FIRST NEODESHA BANK","KS",0,0,8506,93271,93384,2,249,0,0.0888,"Kansas",8255,93020,0.088744356052461836164265749301225542894
1013650,10919,1,"State-Chartered","NM","FDIC","STATE BANK OF BERN","KS",0,0,13406,90806,92463,0,0,0,0.1423,"Kansas",13406,90806,0.1476334162940774838667048432922934607845
677354,4638,1,"National Charter","N","OCC","FIRST NATIONAL BANK IN CIMARRON","KS",13329,0,7115,89359,92144,0,0,0,0.0753,"Kansas",7115,89359,0.0796226457323828601483902013227542832843
